"Region","Year","Number_of_Vehicles","Vehicle_Type"
"Västernorrlands län","2021",174,"towing vehicles"
"Västernorrlands län","2022",197,"towing vehicles"
"Västernorrlands län","2002",449,"buses"
"Västernorrlands län","2003",389,"buses"
"Västernorrlands län","2004",375,"buses"
"Västernorrlands län","2005",354,"buses"
"Västernorrlands län","2006",333,"buses"
"Västernorrlands län","2007",332,"buses"
"Västernorrlands län","2008",329,"buses"
"Västernorrlands län","2009",344,"buses"
"Västernorrlands län","2010",350,"buses"
"Västernorrlands län","2011",361,"buses"
"Västernorrlands län","2012",350,"buses"
"Västernorrlands län","2013",348,"buses"
"Västernorrlands län","2014",370,"buses"
"Västernorrlands län","2015",394,"buses"
"Västernorrlands län","2016",386,"buses"
"Västernorrlands län","2017",393,"buses"
"Västernorrlands län","2018",390,"buses"
"Västernorrlands län","2019",414,"buses"
"Västernorrlands län","2020",431,"buses"
"Västernorrlands län","2021",455,"buses"
"Västernorrlands län","2022",479,"buses"
"Västernorrlands län","2002",3843,"motorcycles"
"Västernorrlands län","2003",4242,"motorcycles"
"Västernorrlands län","2004",4787,"motorcycles"
"Västernorrlands län","2005",5472,"motorcycles"
"Västernorrlands län","2006",6270,"motorcycles"
"Västernorrlands län","2007",6925,"motorcycles"
"Västernorrlands län","2008",7569,"motorcycles"
"Västernorrlands län","2009",7991,"motorcycles"
"Västernorrlands län","2010",8004,"motorcycles"
"Västernorrlands län","2011",8152,"motorcycles"
"Västernorrlands län","2012",8346,"motorcycles"
"Västernorrlands län","2013",8314,"motorcycles"
"Västernorrlands län","2014",8456,"motorcycles"
"Västernorrlands län","2015",8482,"motorcycles"
"Västernorrlands län","2016",8617,"motorcycles"
"Västernorrlands län","2017",8644,"motorcycles"
"Västernorrlands län","2018",8495,"motorcycles"
"Västernorrlands län","2019",8487,"motorcycles"
"Västernorrlands län","2020",8651,"motorcycles"
"Västernorrlands län","2021",8700,"motorcycles"
"Västernorrlands län","2022",8870,"motorcycles"
"Västernorrlands län","2002",522,"mopeds class 1"
"Västernorrlands län","2003",679,"mopeds class 1"
"Västernorrlands län","2004",1177,"mopeds class 1"
"Västernorrlands län","2005",1612,"mopeds class 1"
"Västernorrlands län","2006",1888,"mopeds class 1"
"Västernorrlands län","2007",1933,"mopeds class 1"
"Västernorrlands län","2008",2050,"mopeds class 1"
"Västernorrlands län","2009",2128,"mopeds class 1"
"Västernorrlands län","2010",1985,"mopeds class 1"
"Västernorrlands län","2011",1961,"mopeds class 1"
"Västernorrlands län","2012",2017,"mopeds class 1"
"Västernorrlands län","2013",2042,"mopeds class 1"
"Västernorrlands län","2014",2265,"mopeds class 1"
"Västernorrlands län","2015",2328,"mopeds class 1"
"Västernorrlands län","2016",2361,"mopeds class 1"
"Västernorrlands län","2017",2513,"mopeds class 1"
"Västernorrlands län","2018",2640,"mopeds class 1"
"Västernorrlands län","2019",2718,"mopeds class 1"
"Västernorrlands län","2020",2868,"mopeds class 1"
"Västernorrlands län","2021",2777,"mopeds class 1"
"Västernorrlands län","2022",2772,"mopeds class 1"
"Västernorrlands län","2002",12906,"tractors"
"Västernorrlands län","2003",12947,"tractors"
"Västernorrlands län","2004",12909,"tractors"
"Västernorrlands län","2005",12903,"tractors"
"Västernorrlands län","2006",12874,"tractors"
"Västernorrlands län","2007",12665,"tractors"
"Västernorrlands län","2008",12522,"tractors"
"Västernorrlands län","2009",12517,"tractors"
"Västernorrlands län","2010",12401,"tractors"
"Västernorrlands län","2011",12306,"tractors"
"Västernorrlands län","2012",12314,"tractors"
"Västernorrlands län","2013",12389,"tractors"
"Västernorrlands län","2014",12497,"tractors"
"Västernorrlands län","2015",12506,"tractors"
"Västernorrlands län","2016",12862,"tractors"
"Västernorrlands län","2017",13292,"tractors"
"Västernorrlands län","2018",13570,"tractors"
"Västernorrlands län","2019",14169,"tractors"
"Västernorrlands län","2020",15038,"tractors"
"Västernorrlands län","2021",16030,"tractors"
"Västernorrlands län","2022",16596,"tractors"
"Västernorrlands län","2002",0,"snowmobiles"
"Västernorrlands län","2003",0,"snowmobiles"
"Västernorrlands län","2004",0,"snowmobiles"
"Västernorrlands län","2005",0,"snowmobiles"
"Västernorrlands län","2006",0,"snowmobiles"
"Västernorrlands län","2007",0,"snowmobiles"
"Västernorrlands län","2008",0,"snowmobiles"
"Västernorrlands län","2009",15747,"snowmobiles"
"Västernorrlands län","2010",16494,"snowmobiles"
"Västernorrlands län","2011",16902,"snowmobiles"
"Västernorrlands län","2012",18044,"snowmobiles"
"Västernorrlands län","2013",18435,"snowmobiles"
"Västernorrlands län","2014",18260,"snowmobiles"
"Västernorrlands län","2015",18369,"snowmobiles"
"Västernorrlands län","2016",18710,"snowmobiles"
"Västernorrlands län","2017",19490,"snowmobiles"
"Västernorrlands län","2018",19963,"snowmobiles"
"Västernorrlands län","2019",20038,"snowmobiles"
"Västernorrlands län","2020",19809,"snowmobiles"
"Västernorrlands län","2021",20766,"snowmobiles"
"Västernorrlands län","2022",21490,"snowmobiles"
"Västernorrlands län","2002",0,"all-terrain vehicles"
"Västernorrlands län","2003",0,"all-terrain vehicles"
"Västernorrlands län","2004",0,"all-terrain vehicles"
"Västernorrlands län","2005",0,"all-terrain vehicles"
"Västernorrlands län","2006",0,"all-terrain vehicles"
"Västernorrlands län","2007",0,"all-terrain vehicles"
"Västernorrlands län","2008",0,"all-terrain vehicles"
"Västernorrlands län","2009",2848,"all-terrain vehicles"
"Västernorrlands län","2010",2997,"all-terrain vehicles"
"Västernorrlands län","2011",3215,"all-terrain vehicles"
"Västernorrlands län","2012",3584,"all-terrain vehicles"
"Västernorrlands län","2013",3872,"all-terrain vehicles"
"Västernorrlands län","2014",4219,"all-terrain vehicles"
"Västernorrlands län","2015",4630,"all-terrain vehicles"
"Västernorrlands län","2016",5063,"all-terrain vehicles"
"Västernorrlands län","2017",5316,"all-terrain vehicles"
"Västernorrlands län","2018",5416,"all-terrain vehicles"
"Västernorrlands län","2019",5509,"all-terrain vehicles"
"Västernorrlands län","2020",5602,"all-terrain vehicles"
"Västernorrlands län","2021",5612,"all-terrain vehicles"
"Västernorrlands län","2022",5602,"all-terrain vehicles"
"Västernorrlands län","2002",15488,"cross-country scooters"
"Västernorrlands län","2003",14832,"cross-country scooters"
"Västernorrlands län","2004",15135,"cross-country scooters"
"Västernorrlands län","2005",16807,"cross-country scooters"
"Västernorrlands län","2006",17202,"cross-country scooters"
"Västernorrlands län","2007",17525,"cross-country scooters"
"Västernorrlands län","2008",18492,"cross-country scooters"
"Västernorrlands län","2009",1156,"cross-country scooters"
"Västernorrlands län","2010",1136,"cross-country scooters"
"Västernorrlands län","2011",1086,"cross-country scooters"
"Västernorrlands län","2012",1072,"cross-country scooters"
"Västernorrlands län","2013",1054,"cross-country scooters"
"Västernorrlands län","2014",1009,"cross-country scooters"
"Västernorrlands län","2015",951,"cross-country scooters"
"Västernorrlands län","2016",918,"cross-country scooters"
"Västernorrlands län","2017",887,"cross-country scooters"
"Västernorrlands län","2018",859,"cross-country scooters"
"Västernorrlands län","2019",792,"cross-country scooters"
"Västernorrlands län","2020",731,"cross-country scooters"
"Västernorrlands län","2021",693,"cross-country scooters"
"Västernorrlands län","2022",665,"cross-country scooters"
"Västernorrlands län","2002",33523,"trailers"
"Västernorrlands län","2003",33805,"trailers"
"Västernorrlands län","2004",34441,"trailers"
"Västernorrlands län","2005",35438,"trailers"
"Västernorrlands län","2006",36389,"trailers"
"Västernorrlands län","2007",37440,"trailers"
"Västernorrlands län","2008",38381,"trailers"
"Västernorrlands län","2009",39494,"trailers"
"Västernorrlands län","2010",40068,"trailers"
"Västernorrlands län","2011",40707,"trailers"
"Västernorrlands län","2012",41449,"trailers"
"Västernorrlands län","2013",42139,"trailers"
"Västernorrlands län","2014",43109,"trailers"
"Västernorrlands län","2015",44117,"trailers"
"Västernorrlands län","2016",45447,"trailers"
"Västernorrlands län","2017",46715,"trailers"
"Västernorrlands län","2018",47940,"trailers"
"Västernorrlands län","2019",48726,"trailers"
"Västernorrlands län","2020",49784,"trailers"
"Västernorrlands län","2021",50947,"trailers"
"Västernorrlands län","2022",51536,"trailers"
"Jämtlands län","2002",65077,"passenger cars"
"Jämtlands län","2003",65323,"passenger cars"
"Jämtlands län","2004",65380,"passenger cars"
"Jämtlands län","2005",65676,"passenger cars"
"Jämtlands län","2006",66408,"passenger cars"
"Jämtlands län","2007",67094,"passenger cars"
"Jämtlands län","2008",67315,"passenger cars"
"Jämtlands län","2009",67703,"passenger cars"
"Jämtlands län","2010",67702,"passenger cars"
"Jämtlands län","2011",68357,"passenger cars"
"Jämtlands län","2012",68866,"passenger cars"
"Jämtlands län","2013",69477,"passenger cars"
"Jämtlands län","2014",70611,"passenger cars"
"Jämtlands län","2015",71345,"passenger cars"
"Jämtlands län","2016",72440,"passenger cars"
"Jämtlands län","2017",73330,"passenger cars"
"Jämtlands län","2018",73781,"passenger cars"
"Jämtlands län","2019",73760,"passenger cars"
"Jämtlands län","2020",74566,"passenger cars"
"Jämtlands län","2021",75374,"passenger cars"
"Jämtlands län","2022",75560,"passenger cars"
"Jämtlands län","2002",6404,"light lorries"
"Jämtlands län","2003",6844,"light lorries"
"Jämtlands län","2004",7181,"light lorries"
"Jämtlands län","2005",7609,"light lorries"
"Jämtlands län","2006",8047,"light lorries"
"Jämtlands län","2007",8498,"light lorries"
"Jämtlands län","2008",8572,"light lorries"
"Jämtlands län","2009",8810,"light lorries"
"Jämtlands län","2010",9008,"light lorries"
"Jämtlands län","2011",9358,"light lorries"
"Jämtlands län","2012",9758,"light lorries"
"Jämtlands län","2013",10065,"light lorries"
"Jämtlands län","2014",10472,"light lorries"
"Jämtlands län","2015",10624,"light lorries"
"Jämtlands län","2016",10926,"light lorries"
"Jämtlands län","2017",11298,"light lorries"
"Jämtlands län","2018",11576,"light lorries"
"Jämtlands län","2019",11801,"light lorries"
"Jämtlands län","2020",12117,"light lorries"
"Jämtlands län","2021",12310,"light lorries"
"Jämtlands län","2022",12238,"light lorries"
"Jämtlands län","2002",1444,"heavy lorries"
"Jämtlands län","2003",1455,"heavy lorries"
"Jämtlands län","2004",1610,"heavy lorries"
"Jämtlands län","2005",1627,"heavy lorries"
"Jämtlands län","2006",1702,"heavy lorries"
"Jämtlands län","2007",1731,"heavy lorries"
"Jämtlands län","2008",1685,"heavy lorries"
"Jämtlands län","2009",1714,"heavy lorries"
"Jämtlands län","2010",1732,"heavy lorries"
"Jämtlands län","2011",1763,"heavy lorries"
"Jämtlands län","2012",1787,"heavy lorries"
"Jämtlands län","2013",1799,"heavy lorries"
"Jämtlands län","2014",1779,"heavy lorries"
"Jämtlands län","2015",1746,"heavy lorries"
"Jämtlands län","2016",1761,"heavy lorries"
"Jämtlands län","2017",1786,"heavy lorries"
"Jämtlands län","2018",1825,"heavy lorries"
"Jämtlands län","2019",1768,"heavy lorries"
"Jämtlands län","2020",1779,"heavy lorries"
"Jämtlands län","2021",1766,"heavy lorries"
"Jämtlands län","2022",1796,"heavy lorries"
"Jämtlands län","2002",41,"towing vehicles"
"Jämtlands län","2003",39,"towing vehicles"
"Jämtlands län","2004",99,"towing vehicles"
"Jämtlands län","2005",103,"towing vehicles"
"Jämtlands län","2006",114,"towing vehicles"
"Jämtlands län","2007",126,"towing vehicles"
"Jämtlands län","2008",89,"towing vehicles"
"Jämtlands län","2009",93,"towing vehicles"
"Jämtlands län","2010",96,"towing vehicles"
"Jämtlands län","2011",85,"towing vehicles"
"Jämtlands län","2012",95,"towing vehicles"
"Jämtlands län","2013",94,"towing vehicles"
"Jämtlands län","2014",96,"towing vehicles"
"Jämtlands län","2015",100,"towing vehicles"
"Jämtlands län","2016",98,"towing vehicles"
"Jämtlands län","2017",95,"towing vehicles"
"Jämtlands län","2018",95,"towing vehicles"
"Jämtlands län","2019",89,"towing vehicles"
"Jämtlands län","2020",86,"towing vehicles"
"Jämtlands län","2021",87,"towing vehicles"
"Jämtlands län","2022",79,"towing vehicles"
"Jämtlands län","2002",298,"buses"
"Jämtlands län","2003",384,"buses"
"Jämtlands län","2004",378,"buses"
"Jämtlands län","2005",422,"buses"
"Jämtlands län","2006",430,"buses"
"Jämtlands län","2007",451,"buses"
"Jämtlands län","2008",460,"buses"
"Jämtlands län","2009",503,"buses"
"Jämtlands län","2010",579,"buses"
"Jämtlands län","2011",645,"buses"
"Jämtlands län","2012",541,"buses"
"Jämtlands län","2013",532,"buses"
"Jämtlands län","2014",490,"buses"
"Jämtlands län","2015",434,"buses"
"Jämtlands län","2016",293,"buses"
"Jämtlands län","2017",314,"buses"
"Jämtlands län","2018",319,"buses"
"Jämtlands län","2019",386,"buses"
"Jämtlands län","2020",435,"buses"
"Jämtlands län","2021",477,"buses"
"Jämtlands län","2022",500,"buses"
"Jämtlands län","2002",1846,"motorcycles"
"Jämtlands län","2003",2153,"motorcycles"
"Jämtlands län","2004",2487,"motorcycles"
"Jämtlands län","2005",2795,"motorcycles"
"Jämtlands län","2006",3245,"motorcycles"
"Jämtlands län","2007",3576,"motorcycles"
"Jämtlands län","2008",3833,"motorcycles"
"Jämtlands län","2009",3969,"motorcycles"
"Jämtlands län","2010",4022,"motorcycles"
"Jämtlands län","2011",4112,"motorcycles"
"Jämtlands län","2012",4121,"motorcycles"
"Jämtlands län","2013",4201,"motorcycles"
"Jämtlands län","2014",4286,"motorcycles"
"Jämtlands län","2015",4282,"motorcycles"
"Jämtlands län","2016",4297,"motorcycles"
"Jämtlands län","2017",4235,"motorcycles"
"Jämtlands län","2018",4213,"motorcycles"
"Jämtlands län","2019",4269,"motorcycles"
"Jämtlands län","2020",4380,"motorcycles"
"Jämtlands län","2021",4516,"motorcycles"
"Jämtlands län","2022",4613,"motorcycles"
"Jämtlands län","2002",190,"mopeds class 1"
"Jämtlands län","2003",284,"mopeds class 1"
"Jämtlands län","2004",461,"mopeds class 1"
"Jämtlands län","2005",644,"mopeds class 1"
"Jämtlands län","2006",794,"mopeds class 1"
"Jämtlands län","2007",837,"mopeds class 1"
"Jämtlands län","2008",929,"mopeds class 1"
"Jämtlands län","2009",917,"mopeds class 1"
"Jämtlands län","2010",831,"mopeds class 1"
"Jämtlands län","2011",754,"mopeds class 1"
"Jämtlands län","2012",710,"mopeds class 1"
"Jämtlands län","2013",700,"mopeds class 1"
"Jämtlands län","2014",708,"mopeds class 1"
"Jämtlands län","2015",703,"mopeds class 1"
"Jämtlands län","2016",725,"mopeds class 1"
"Jämtlands län","2017",742,"mopeds class 1"
"Jämtlands län","2018",813,"mopeds class 1"
"Jämtlands län","2019",899,"mopeds class 1"
"Jämtlands län","2020",914,"mopeds class 1"
"Jämtlands län","2021",943,"mopeds class 1"
"Jämtlands län","2022",993,"mopeds class 1"
"Jämtlands län","2002",9577,"tractors"
"Jämtlands län","2003",9528,"tractors"
"Jämtlands län","2004",9425,"tractors"
"Jämtlands län","2005",9327,"tractors"
"Jämtlands län","2006",9285,"tractors"
"Jämtlands län","2007",9158,"tractors"
"Jämtlands län","2008",9103,"tractors"
"Jämtlands län","2009",8999,"tractors"
"Jämtlands län","2010",8885,"tractors"
"Jämtlands län","2011",8832,"tractors"
"Jämtlands län","2012",8877,"tractors"
"Jämtlands län","2013",8801,"tractors"
"Jämtlands län","2014",8893,"tractors"
"Jämtlands län","2015",8955,"tractors"
"Jämtlands län","2016",9066,"tractors"
"Jämtlands län","2017",9338,"tractors"
"Jämtlands län","2018",9579,"tractors"
"Jämtlands län","2019",9970,"tractors"
"Jämtlands län","2020",10558,"tractors"
"Jämtlands län","2021",11003,"tractors"
"Jämtlands län","2022",11426,"tractors"
"Jämtlands län","2002",0,"snowmobiles"
"Jämtlands län","2003",0,"snowmobiles"
"Jämtlands län","2004",0,"snowmobiles"
"Jämtlands län","2005",0,"snowmobiles"
"Jämtlands län","2006",0,"snowmobiles"
"Jämtlands län","2007",0,"snowmobiles"
"Jämtlands län","2008",0,"snowmobiles"
"Jämtlands län","2009",20329,"snowmobiles"
"Jämtlands län","2010",20836,"snowmobiles"
"Jämtlands län","2011",21282,"snowmobiles"
"Jämtlands län","2012",22172,"snowmobiles"
"Jämtlands län","2013",22825,"snowmobiles"
"Jämtlands län","2014",23393,"snowmobiles"
"Jämtlands län","2015",23726,"snowmobiles"
"Jämtlands län","2016",24460,"snowmobiles"
"Jämtlands län","2017",25351,"snowmobiles"
"Jämtlands län","2018",25985,"snowmobiles"
"Jämtlands län","2019",26672,"snowmobiles"
"Jämtlands län","2020",27433,"snowmobiles"
"Jämtlands län","2021",28173,"snowmobiles"
"Jämtlands län","2022",29120,"snowmobiles"
"Jämtlands län","2002",0,"all-terrain vehicles"
"Jämtlands län","2003",0,"all-terrain vehicles"
"Jämtlands län","2004",0,"all-terrain vehicles"
"Jämtlands län","2005",0,"all-terrain vehicles"
"Jämtlands län","2006",0,"all-terrain vehicles"
